"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016378788e21,7302338167551781000,69,140,5,"2024-04-20 22:10:00","2024-04-20 22:09:21"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016378788e21,7302338167551781000,69,140,5,"2024-04-20 22:16:30","2024-04-20 22:12:25"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-21 01:40:01","2024-04-21 01:38:13"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-21 05:10:00","2024-04-21 05:05:48"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-21 05:15:00","2024-04-21 05:13:24"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-21 06:25:00","2024-04-21 06:22:56"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-21 14:45:01","2024-04-21 14:43:34"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 02:00:00","2024-04-22 00:06:29"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 02:40:01","2024-04-22 02:36:21"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 03:20:01","2024-04-22 03:18:24"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 03:25:01","2024-04-22 03:21:24"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 04:00:00","2024-04-22 03:59:51"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 04:35:00","2024-04-22 04:34:35"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 04:45:01","2024-04-22 04:41:31"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 13:20:01","2024-04-22 13:17:45"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 14:55:00","2024-04-22 14:54:56"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 17:25:01","2024-04-22 17:22:10"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 18:20:01","2024-04-22 18:18:06"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 18:25:01","2024-04-22 18:21:06"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-22 18:40:01","2024-04-22 18:36:57"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-23 00:20:00","2024-04-23 00:19:02"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-23 00:35:02","2024-04-23 00:32:28"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-23 00:50:00","2024-04-23 00:46:08"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-23 00:55:01","2024-04-23 00:51:08"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-23 01:55:01","2024-04-23 01:53:22"
"user_2fNmJ8ExsOPfUa4yqme7p26xtvN",7.864090016648021e21,7302338167801781000,69,140,5,"2024-04-23 02:00:01","2024-04-23 01:59:28"
